名前を略さずに書きなさい。,Recognition,(3),Japanese::Vocabulary,2010-09-27,(new),(new),0
一昨日,Recognition,2014-12-22,Japanese::Vocabulary,2010-11-09,215%,"9,7 months",10
穴,Recognition,2015-05-15,Japanese::Vocabulary,2012-10-15,195%,"9,7 months",12
南米,Recognition,2015-04-07,Japanese::Vocabulary,2013-11-25,250%,"9,7 months",8
凄い,Recognition,2015-05-18,Japanese::Vocabulary,2012-10-15,200%,"9,8 months",16
冷える,Recognition,2015-07-25,Japanese::Vocabulary,2012-10-15,195%,"9,8 months",19
はく,Recognition,(2014-03-07),Japanese::Vocabulary,2010-11-09,250%,"9,9 months",3
地理,Recognition,2015-05-20,Japanese::Vocabulary,2012-10-15,210%,"9,9 months",14
彼等,Recognition,2015-06-30,Japanese::Vocabulary,2012-10-15,210%,"9,9 months",13
降り出す,Recognition,2015-01-03,Japanese::Vocabulary,2012-10-15,215%,"10,0 months",8
祈る,Recognition,2015-05-23,Japanese::Vocabulary,2012-10-15,210%,"10,0 months",15
一度,Recognition,2015-07-27,Japanese,2014-03-03,250%,"10,0 months",8
池,Recognition,2014-12-20,Japanese::Vocabulary,2010-11-09,230%,"10,0 months",10
同期,Recognition,2015-07-10,Japanese::Vocabulary,2011-04-28,210%,"10,1 months",14
取得,Recognition,2015-01-11,Japanese::Vocabulary,2011-02-24,215%,"10,1 months",11
復習,Recognition,2015-05-26,Japanese::Vocabulary,2012-10-15,205%,"10,1 months",6
更新,Recognition,2015-07-31,Japanese::Vocabulary,2013-01-28,175%,"10,1 months",23
行う,Recognition,2015-05-27,Japanese::Vocabulary,2010-11-09,210%,"10,1 months",14
頂く,Recognition,2015-08-03,Japanese::Vocabulary,2012-10-15,185%,"10,1 months",15
匂い,Recognition,2015-04-19,Japanese::Vocabulary,2013-11-17,250%,"10,1 months",8
筋肉,Recognition,2014-12-23,Japanese::Vocabulary,2012-10-15,250%,"10,2 months",4
捕まえる,Recognition,2014-12-21,Japanese::Vocabulary,2012-10-15,235%,"10,2 months",5
お手上げする,Recognition,2015-08-06,Japanese::Vocabulary,2013-11-17,230%,"10,2 months",13
温い,Recognition,2015-01-17,Japanese::Vocabulary,2010-11-09,210%,"10,3 months",12
参る,Recognition,2015-08-13,Japanese::Vocabulary,2012-10-15,195%,"10,3 months",16
居眠り,Recognition,2015-08-19,Japanese::Vocabulary,2012-10-15,195%,"10,3 months",15
表,Recognition,2015-01-07,Japanese::Vocabulary,2012-10-15,235%,"10,5 months",4
目が覚める,Recognition,2015-07-16,Japanese::Vocabulary,2013-11-24,230%,"10,5 months",11
負ける,Recognition,2015-06-08,Japanese::Vocabulary,2012-10-15,210%,"10,5 months",12
望む,Recognition,2015-05-01,Japanese::Vocabulary,2013-11-17,250%,"10,5 months",8
田舎,Recognition,2014-12-18,Japanese::Vocabulary,2012-10-15,215%,"10,6 months",13
寒気がする,Recognition,2015-05-10,Japanese::Vocabulary,2013-11-17,250%,"10,6 months",8
主に,Recognition,2015-08-17,Japanese::Vocabulary,2012-10-15,210%,"10,7 months",16
ついてくる,Recognition,2015-05-05,Japanese::Vocabulary,2013-11-17,250%,"10,7 months",7
後悔,Recognition,2015-05-11,Japanese::Vocabulary,2013-11-17,250%,"10,7 months",8
目的地,Recognition,2015-08-25,Japanese::Vocabulary,2013-11-25,205%,"10,7 months",10
眼鏡,Recognition,2015-02-01,Japanese::Vocabulary,2010-11-09,230%,"10,8 months",11
数,Recognition,2015-02-12,Japanese::Vocabulary,2012-10-15,210%,"10,8 months",8
基本,Recognition,2015-02-24,Japanese::Vocabulary,2012-10-15,235%,"10,9 months",3
水を満たす,Recognition,2015-08-27,Japanese::Vocabulary,2013-10-20,230%,"10,9 months",11
富,Recognition,2015-08-24,Japanese::Vocabulary,2014-02-20,250%,"10,9 months",8
当たる,Recognition,2015-02-04,Japanese::Vocabulary,2010-09-30,230%,"11,0 months",11
際,Recognition,(2014-05-07),Japanese::Vocabulary,2011-02-23,235%,"11,0 months",6
振り返る,Recognition,2015-05-20,Japanese::Vocabulary,2013-11-17,250%,"11,0 months",7
割合,Recognition,2014-12-27,Japanese::Vocabulary,2012-10-15,220%,"11,0 months",9
一種,Recognition,2015-03-10,Japanese::Vocabulary,2012-10-15,215%,"11,0 months",7
大男,Recognition,2015-08-01,Japanese::Vocabulary,2013-11-22,235%,"11,0 months",8
板,Recognition,2015-09-03,Japanese::Vocabulary,2012-10-15,200%,"11,0 months",12
上司,Recognition,2015-05-16,Japanese::Vocabulary,2013-10-14,250%,"11,0 months",6
違う,Recognition,2015-02-14,Japanese::Vocabulary,2010-11-09,230%,"11,1 months",9
踊り,Recognition,2015-01-31,Japanese::Vocabulary,2012-10-15,175%,"11,1 months",18
灯り,Recognition,2015-02-20,Japanese::Vocabulary,2012-05-10,230%,"11,1 months",10
見物,Recognition,2015-03-12,Japanese::Vocabulary,2012-10-15,165%,"11,2 months",19
一方,Recognition,(2014-09-15),Japanese::Vocabulary,2012-10-15,220%,"11,2 months",5
講義,Recognition,2015-02-14,Japanese::Vocabulary,2012-10-15,230%,"11,2 months",10
目が覚める　/　目を覚ます,Recognition,2015-06-28,Japanese::Vocabulary,2013-11-24,250%,"11,2 months",8
何かを可愛がる,Recognition,2015-06-28,Japanese::Vocabulary,2013-11-24,250%,"11,2 months",7
鏡,Recognition,2015-01-06,Japanese::Vocabulary,2012-10-15,215%,"11,3 months",16
砂,Recognition,2015-02-22,Japanese::Vocabulary,2012-10-15,230%,"11,3 months",9
犬,Recognition,2015-02-20,Japanese::Vocabulary,2010-11-09,230%,"11,4 months",11
左右,Recognition,2015-02-20,Japanese::Vocabulary,2012-05-16,230%,"11,4 months",10
興味,Recognition,2015-07-15,Japanese::Vocabulary,2012-10-15,210%,"11,4 months",19
驚く,Recognition,2015-03-25,Japanese::Vocabulary,2012-10-15,165%,"11,4 months",18
お見舞い,Recognition,2015-02-25,Japanese::Vocabulary,2012-10-15,230%,"11,4 months",10
電報,Recognition,2015-03-01,Japanese::Vocabulary,2012-10-15,230%,"11,4 months",8
今までは「なーなー」で付き合ってきたけれど、今後は是々非々の立場で付き合うよ。,Recognition,2015-09-20,Japanese,2014-03-05,250%,"11,4 months",8
毛,Recognition,2015-03-01,Japanese::Vocabulary,2012-10-15,230%,"11,4 months",9
講堂,Recognition,2015-03-04,Japanese::Vocabulary,2012-10-15,235%,"11,4 months",7
海,Recognition,2015-02-26,Japanese::Vocabulary,2010-11-09,230%,"11,5 months",8
働く,Recognition,2015-03-10,Japanese::Vocabulary,2010-11-09,215%,"11,5 months",9
見事,Recognition,2015-02-23,Japanese::Vocabulary,2011-07-29,230%,"11,5 months",9
生活する,Recognition,2015-07-07,Japanese::Vocabulary,2013-10-15,235%,"11,5 months",8
速い,Recognition,2015-02-27,Japanese::Vocabulary,2010-11-09,230%,"11,5 months",10
がっかりする,Recognition,2015-09-19,Japanese::Vocabulary,2013-11-28,235%,"11,6 months",8
自由,Recognition,2015-03-11,Japanese::Vocabulary,2012-10-15,230%,"11,6 months",9
人口,Recognition,2015-03-08,Japanese::Vocabulary,2012-10-15,230%,"11,6 months",9
動作,Recognition,2015-04-02,Japanese::Vocabulary,2013-01-28,220%,"11,7 months",10
みんな黙っていた。,Recognition,2015-07-12,Japanese::Vocabulary,2013-11-09,250%,"11,7 months",8
暮れる,Recognition,2015-01-20,Japanese::Vocabulary,2012-10-15,220%,"11,7 months",9
小鳥,Recognition,2015-03-14,Japanese::Vocabulary,2012-10-15,230%,"11,7 months",10
八つ,Recognition,2015-03-20,Japanese::Vocabulary,2010-11-09,230%,"11,8 months",10
種,Recognition,2015-07-16,Japanese::Vocabulary,2013-10-15,235%,"11,8 months",7
出席,Recognition,2015-03-21,Japanese::Vocabulary,2012-10-15,230%,"11,8 months",9
神,Recognition,2015-03-05,Japanese::Vocabulary,2012-10-15,235%,"11,8 months",6
零,Recognition,2015-03-22,Japanese::Vocabulary,2010-11-09,215%,"11,9 months",8
曇り,Recognition,2015-03-20,Japanese::Vocabulary,2010-11-09,230%,"11,9 months",9
風邪,Recognition,2015-03-18,Japanese::Vocabulary,2010-11-09,230%,"12,0 months",8
外,Recognition,2014-11-13,Japanese::Vocabulary,2010-11-09,235%,"12,0 months",7
議会,Recognition,2015-09-03,Japanese::Vocabulary,2012-10-15,215%,"12,0 months",10
景色,Recognition,2015-03-26,Japanese::Vocabulary,2012-10-15,230%,"12,0 months",9
教科書,Recognition,2015-09-04,Japanese::Vocabulary,2012-10-15,215%,"12,0 months",11
赤子,Recognition,2015-07-23,Japanese::Vocabulary,2013-11-17,250%,"12,0 months",8
～冊,Recognition,2015-03-30,Japanese::Vocabulary,2010-11-09,230%,"12,1 months",9
手伝う,Recognition,2015-04-01,Japanese::Vocabulary,2012-10-15,230%,"12,1 months",9
知らせる,Recognition,2015-01-29,Japanese::Vocabulary,2012-10-15,220%,"12,1 months",9
娘,Recognition,2015-09-06,Japanese::Vocabulary,2012-10-15,210%,"12,1 months",13
答,Recognition,2015-04-02,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",7
中々,Recognition,2015-03-23,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",8
手上げする,Recognition,2015-07-27,Japanese::Vocabulary,2013-11-17,250%,"1,0 years",8
用意,Recognition,2015-09-09,Japanese::Vocabulary,2012-10-15,190%,"1,0 years",10
基本,Recognition,2015-03-26,Japanese::Vocabulary,2011-10-20,230%,"1,0 years",10
厳しい,Recognition,2015-05-08,Japanese::Vocabulary,2012-10-15,165%,"1,0 years",17
汗,Recognition,2014-10-17,Japanese::Vocabulary,2012-10-15,220%,"1,0 years",7
忘れる,Recognition,2015-03-27,Japanese::Vocabulary,2010-11-09,230%,"1,0 years",10
追い付く,Recognition,2015-09-08,Japanese::Vocabulary,2012-10-15,220%,"1,0 years",6
お土産,Recognition,2015-04-13,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",10
追う,Recognition,2015-09-11,Japanese::Vocabulary,2012-10-15,215%,"1,0 years",11
禁止,Recognition,2015-03-16,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",4
オークはどんな種類の木ですか。,Recognition,2015-04-07,Japanese::Vocabulary,2011-11-30,230%,"1,0 years",9
集まる,Recognition,2015-09-11,Japanese::Vocabulary,2012-10-15,215%,"1,0 years",18
交通,Recognition,2015-04-07,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",10
文学,Recognition,2015-04-12,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",7
喜ぶ,Recognition,2015-02-28,Japanese::Vocabulary,2012-10-15,235%,"1,0 years",7
道具,Recognition,2015-04-04,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",8
嫌う,Recognition,2015-03-23,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",4
～匹,Recognition,2015-04-03,Japanese::Vocabulary,2010-11-09,245%,"1,0 years",9
加工,Recognition,2015-04-15,Japanese::Vocabulary,2011-07-26,215%,"1,0 years",10
年賀,Recognition,2015-04-10,Japanese::Vocabulary,2011-12-09,230%,"1,0 years",9
間,Recognition,2015-04-27,Japanese::Vocabulary,2012-10-15,235%,"1,0 years",7
史上最大,Recognition,2014-10-20,Japanese::Vocabulary,2013-01-29,250%,"1,0 years",8
一月,Recognition,2015-04-06,Japanese::Vocabulary,2010-11-09,230%,"1,0 years",10
事務所,Recognition,2015-04-16,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",9
丘,Recognition,2014-10-17,Japanese::Vocabulary,2012-10-15,235%,"1,0 years",5
替える,Recognition,2015-09-20,Japanese::Vocabulary,2012-10-15,215%,"1,0 years",11
気泡,Recognition,2015-04-06,Japanese::Vocabulary,2011-02-22,245%,"1,0 years",9
合わせる,Recognition,2014-10-27,Japanese::Vocabulary,2012-10-15,220%,"1,0 years",6
勘,Recognition,2014-10-29,Japanese::Vocabulary,2012-10-15,235%,"1,0 years",5
客,Recognition,2015-04-13,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",9
温度,Recognition,2014-10-30,Japanese::Vocabulary,2012-10-15,235%,"1,0 years",6
許可,Recognition,2015-04-05,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",4
銀,Recognition,2015-04-05,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",3
空港 [くうこう] != 航空 [こうくう],Card 1,2014-10-20,Japanese::Vocabulary,2013-01-29,250%,"1,0 years",8
店員,Recognition,2015-04-15,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",8
両方,Recognition,2015-03-06,Japanese::Vocabulary,2012-10-15,235%,"1,0 years",7
一度に,Recognition,2014-10-29,Japanese::Vocabulary,2012-10-15,220%,"1,0 years",6
必ずしも,Recognition,2014-10-21,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",4
感じる,Recognition,2014-10-21,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",4
大分,Recognition,2014-10-18,Japanese::Vocabulary,2012-10-15,220%,"1,0 years",9
指,Recognition,2015-04-20,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",7
飾る,Recognition,2015-05-28,Japanese::Vocabulary,2012-10-15,180%,"1,0 years",19
言わば,Recognition,2015-09-19,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",10
語る,Recognition,2014-11-01,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",5
完了,Recognition,2014-11-01,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",3
機関,Recognition,2014-11-03,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",4
申し上げる,Recognition,2015-04-20,Japanese::Vocabulary,2012-10-15,230%,"1,0 years",7
予習,Recognition,2015-10-21,Japanese::Vocabulary,2012-10-15,205%,"1,0 years",10
局,Recognition,2015-03-30,Japanese::Vocabulary,2012-10-15,250%,"1,0 years",4
花瓶,Recognition,2015-04-19,Japanese::Vocabulary,2010-11-09,245%,"1,1 years",10
召し上がる,Recognition,2015-04-24,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",7
議長,Recognition,2014-11-05,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
石,Recognition,2014-10-22,Japanese::Vocabulary,2012-10-15,215%,"1,1 years",12
趣味,Recognition,2014-10-22,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",11
河,Recognition,2014-10-26,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
企画,Recognition,2015-04-21,Japanese::Vocabulary,2011-12-06,230%,"1,1 years",9
完全,Recognition,2014-11-05,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
切れ,Recognition,2015-04-05,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
穏やか,Recognition,2014-11-07,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
会,Recognition,2014-11-07,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
髪の毛,Recognition,2014-10-29,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
記入,Recognition,2015-10-01,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",10
撮る,Recognition,2015-06-04,Japanese::Vocabulary,2010-11-09,235%,"1,1 years",6
木曜日,Recognition,2014-12-21,Japanese::Vocabulary,2010-11-09,230%,"1,1 years",8
工業,Recognition,2014-10-26,Japanese::Vocabulary,2012-10-15,220%,"1,1 years",10
課,Recognition,2014-11-09,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
着替え,Recognition,2015-05-13,Japanese::Vocabulary,2012-05-16,230%,"1,1 years",9
裏切る,Recognition,2015-09-27,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",10
活用,Recognition,2014-11-11,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",5
半ば,Recognition,2015-05-11,Japanese::Vocabulary,2012-05-16,230%,"1,1 years",10
完成,Recognition,2014-11-02,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
集まり,Recognition,2014-11-12,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",4
似る,Recognition,2015-05-10,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",9
増える,Recognition,2015-04-29,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",7
歌手,Recognition,2014-11-13,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
活動,Recognition,2014-11-13,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
上,Recognition,2014-11-04,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
缶,Recognition,2014-11-15,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",5
左,Recognition,2015-05-14,Japanese::Vocabulary,2010-11-09,230%,"1,1 years",9
大いに,Recognition,2014-11-14,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",4
関する,Recognition,2014-11-05,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
林,Recognition,2015-05-06,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",8
開始,Recognition,2014-11-15,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
香り,Recognition,2014-11-15,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
観客,Recognition,2014-11-17,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",5
協力,Recognition,2015-05-01,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
上下,Recognition,2014-12-29,Japanese::Vocabulary,2011-07-26,250%,"1,1 years",7
家具,Recognition,2014-11-16,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
賢い,Recognition,2014-11-16,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
金,Recognition,2014-11-16,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
切れる,Recognition,2015-04-24,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
王様,Recognition,2014-11-08,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
目的,Recognition,2015-11-16,Japanese::Vocabulary,2013-11-25,235%,"1,1 years",9
学,Recognition,2014-11-18,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
感謝,Recognition,2014-11-18,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
感心,Recognition,2014-11-09,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
空き,Recognition,2014-11-19,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",6
思わず,Recognition,2014-11-19,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
確認,Recognition,2014-11-19,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
肩,Recognition,2014-11-19,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
禁煙,Recognition,2015-10-09,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",9
菓子,Recognition,2014-11-20,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
感じ,Recognition,2014-11-12,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
火災,Recognition,2014-11-22,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
後々,Recognition,2015-10-17,Japanese::Vocabulary,2013-11-28,250%,"1,1 years",7
高校,Recognition,2014-10-26,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",8
笑顔,Recognition,2014-11-14,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
思い出,Recognition,2014-11-23,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
影,Recognition,2014-11-23,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
考え,Recognition,2014-11-23,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
贈り物,Recognition,2014-10-28,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",10
堅/硬/固い,Recognition,2015-05-22,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",9
お昼,Recognition,2014-11-25,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
お父さん,Recognition,2015-06-15,Japanese::Vocabulary,2010-11-09,235%,"1,1 years",6
航空,Recognition,2014-12-09,Japanese::Vocabulary,2013-01-29,250%,"1,1 years",8
八日,Recognition,2015-11-20,Japanese::Vocabulary,2010-11-09,215%,"1,1 years",10
失敗,Recognition,2014-11-14,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",11
今に,Recognition,2014-11-18,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
エロスは激怒した。必ず、かの王を除かなければならぬと決意した。,Card 1,2014-12-10,Japanese::Vocabulary,2013-01-28,250%,"1,1 years",8
世話,Recognition,2014-11-15,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",7
降りる,Recognition,2015-08-03,Japanese::Vocabulary,2012-05-14,215%,"1,1 years",8
貸し,Recognition,2014-11-29,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
記録,Recognition,2015-05-15,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
可愛がる；嫌がる；寒がる；怖がる,Recognition,2015-11-17,Japanese::Vocabulary,2013-11-24,235%,"1,1 years",8
途中,Recognition,2015-11-16,Japanese::Vocabulary,2012-10-15,180%,"1,1 years",17
撃つ,Recognition,2015-10-17,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",9
悲しむ,Recognition,2014-12-01,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
応じる,Recognition,2014-11-23,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
感情,Recognition,2014-12-02,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
管理,Recognition,2014-12-02,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
祝う,Recognition,2014-11-24,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
うまい,Recognition,2014-11-25,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
王,Recognition,2014-11-25,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
芝,Recognition,2014-12-17,Japanese::Vocabulary,2013-01-28,250%,"1,1 years",8
絹,Recognition,2014-11-22,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",7
差し上げる,Recognition,2015-06-07,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",11
岩,Recognition,2014-12-05,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
普通,Recognition,2015-06-08,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",7
飽きる,Recognition,2014-12-06,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",9
牛,Recognition,2014-11-27,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
失う,Recognition,2014-12-06,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",3
感動,Recognition,2014-12-08,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
傾ける,Recognition,2015-07-03,Japanese::Vocabulary,2011-02-15,235%,"1,1 years",7
動かす,Recognition,2015-10-27,Japanese::Vocabulary,2012-10-15,230%,"1,1 years",10
可,Recognition,2014-12-07,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
遠く,Recognition,2014-11-10,Japanese::Vocabulary,2012-10-15,235%,"1,1 years",9
梅,Recognition,2014-11-29,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
学問,Recognition,2014-12-08,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",5
記者,Recognition,2014-12-10,Japanese::Vocabulary,2012-10-15,250%,"1,1 years",4
校長,Recognition,2014-11-26,Japanese::Vocabulary,2012-10-15,230%,"1,2 years",10
内,Recognition,2014-11-30,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
会計,Recognition,2014-12-09,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",5
気に入る,Recognition,2014-12-11,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
御,Recognition,2014-12-01,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
医師,Recognition,2014-12-13,Japanese::Vocabulary,2012-10-15,230%,"1,2 years",7
上,Recognition,2014-12-02,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
泳ぎ方,Recognition,2014-11-14,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",6
学習,Recognition,2014-12-12,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
森を歩いている,Recognition,2015-11-01,Japanese::Vocabulary,2013-10-15,250%,"1,2 years",6
隣,Recognition,2015-06-19,Japanese::Vocabulary,2010-11-09,230%,"1,2 years",10
利用,Recognition,2014-11-15,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",8
運転,Recognition,2014-12-04,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",3
海外,Recognition,2014-12-13,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",3
王子,Recognition,2014-12-05,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
火曜,Recognition,2014-12-15,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",3
投げる,Recognition,2015-12-04,Japanese::Vocabulary,2012-10-15,210%,"1,2 years",16
運動,Recognition,2014-12-07,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",3
可能,Recognition,2014-12-16,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",3
今にも,Recognition,2014-12-08,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
馬,Recognition,2014-12-06,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
汚れる,Recognition,2014-12-05,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",6
売れる,Recognition,2014-12-09,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
横,Recognition,2015-06-21,Japanese::Vocabulary,2010-11-09,230%,"1,2 years",9
明らか,Recognition,2014-12-19,Japanese::Vocabulary,2012-10-15,235%,"1,2 years",6
肌,Recognition,2015-11-06,Japanese::Vocabulary,2013-11-17,250%,"1,2 years",8
一生懸命,Recognition,2015-07-03,Japanese::Vocabulary,2012-04-13,230%,"1,2 years",9
有る,Recognition,2014-12-11,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
円,Recognition,2014-12-12,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
同名,Recognition,2015-01-18,Japanese::Vocabulary,2013-01-28,250%,"1,2 years",8
飲みほす,Recognition,2015-11-25,Japanese::Vocabulary,2013-11-28,250%,"1,2 years",7
ぎりぎりまで,Recognition,2015-12-21,Japanese::Vocabulary,2013-11-03,235%,"1,2 years",9
理解,Recognition,2015-11-13,Japanese::Vocabulary,2013-10-20,250%,"1,2 years",6
案内,Recognition,2014-12-16,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",3
以来,Recognition,2014-12-16,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
受け取る,Recognition,2014-12-16,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
関係,Recognition,2015-12-18,Japanese::Vocabulary,2012-10-15,185%,"1,2 years",15
気味,Recognition,2015-07-17,Japanese::Vocabulary,2012-10-15,235%,"1,2 years",5
連絡,Recognition,2014-11-29,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",8
会員,Recognition,2014-12-30,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",5
生き物,Recognition,2014-12-29,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
うん,Recognition,2014-12-20,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",3
贈る,Recognition,2015-11-22,Japanese::Vocabulary,2012-10-15,230%,"1,2 years",11
防止,Recognition,2015-11-23,Japanese::Vocabulary,2011-02-22,245%,"1,2 years",11
移動,Recognition,2014-12-30,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",4
理由,Recognition,2014-12-04,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",6
学期,Recognition,2015-12-20,Japanese::Vocabulary,2012-10-15,230%,"1,2 years",11
首切る,Recognition,2015-11-22,Japanese::Vocabulary,2013-11-03,250%,"1,2 years",8
向かう,Recognition,2015-11-28,Japanese::Vocabulary,2013-11-03,250%,"1,2 years",8
別れる,Recognition,2014-12-20,Japanese::Vocabulary,2012-10-15,250%,"1,2 years",8
